LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,target_variable
380000,2,3,2,39,0,0,55241,49773,10000,60218,0
200000,1,2,1,36,1,-2,0,0,0,0,0
50000,2,3,1,46,0,0,21453,22365,1634,1143,0
50000,1,1,2,25,0,0,49654,49917,1600,2310,0
90000,2,2,1,26,0,0,47121,49332,3000,2000,0
20000,1,1,2,25,1,-2,0,0,0,0,1
140000,2,2,1,26,0,0,75289,90613,20000,3011,0
30000,1,3,3,45,0,0,21325,24355,3376,0,0
230000,1,1,2,28,0,0,6289,10112,5112,7283,0
100000,1,3,1,36,2,0,8674,10520,2000,3000,1
240000,2,1,2,46,2,2,456,0,0,0,0
200000,1,1,1,36,-2,-2,0,0,0,0,1
80000,1,1,2,26,0,0,83593,72883,2727,3170,0
360000,1,1,1,56,-1,-1,1094,0,0,0,0
150000,1,2,2,37,0,0,71341,62432,4117,4002,0
130000,1,2,2,27,0,0,29078,30110,1506,1515,0
30000,2,2,1,56,0,0,11564,14099,3042,0,0
250000,1,1,2,33,0,0,28306,20367,10000,1504,0
500000,1,1,1,42,-2,-2,38525,6281,6283,12859,1
30000,1,2,3,43,2,2,14870,16327,2000,1000,1
390000,1,1,1,41,2,2,167795,171245,7299,0,1
390000,2,1,2,27,0,0,78549,81775,4500,4000,0
360000,1,2,2,37,1,-2,-490,-870,0,2000,0
90000,2,2,1,25,0,0,57846,50663,2018,2033,0
100000,2,3,1,35,0,0,47843,48885,2111,2130,0
30000,1,3,1,31,2,-1,390,390,390,390,0
160000,1,3,2,25,0,0,31400,0,0,0,0
20000,1,1,2,26,1,2,15397,10403,0,1500,0
240000,2,1,2,36,0,0,7283,5266,1263,1000,0
80000,1,1,2,26,2,3,61851,62271,2000,2500,1
30000,2,2,2,22,0,0,29668,29744,1555,2165,0
150000,1,2,1,45,0,0,44832,46939,6020,15043,0
160000,2,2,2,28,0,0,84668,88294,5000,5000,0
20000,2,1,1,58,0,0,17241,18463,1500,1626,0
230000,1,1,1,45,0,0,26071,27937,2200,2000,0
100000,2,2,1,46,0,0,98200,74247,3228,3000,0
420000,1,2,2,39,0,0,204984,209929,8006,7000,0
480000,2,2,1,37,-1,-1,24887,27984,27994,82979,0
10000,1,3,1,37,-1,-1,678,500,602,381,1
180000,2,3,1,41,2,2,100094,101204,3582,0,1
200000,1,1,2,32,-2,-2,47244,92754,62330,57928,0
140000,1,2,2,36,1,2,44570,45563,2000,1600,1
20000,2,1,1,23,0,0,11862,11259,1300,1446,0
80000,2,1,2,39,-2,-1,-224,1357,1581,3466,0
10000,2,2,1,29,0,0,7170,8158,1500,2000,1
50000,1,2,1,35,-1,2,15609,14686,0,2100,1
340000,1,3,2,38,-2,-2,660,1131,1131,291,0
330000,2,2,2,39,0,0,156853,139687,5757,3923,0
230000,2,1,1,47,-1,-1,740,740,740,10860,0
360000,1,1,2,40,1,-2,0,0,0,0,0
30000,2,3,3,48,0,0,18385,20422,4000,0,0
500000,1,1,2,42,2,0,419352,428101,17008,17326,1
200000,1,1,1,42,-1,-1,3664,718,718,2946,0
50000,2,2,1,55,0,0,41768,42561,2079,2001,1
240000,2,3,2,36,0,0,236267,239009,9000,7500,1
290000,2,1,1,45,-1,-1,664,0,0,632,0
20000,2,3,2,24,1,-1,-8,4485,13148,433,1
60000,2,3,2,49,1,2,28763,25470,0,1301,0
160000,1,2,2,24,0,0,76054,73992,3275,3000,0
200000,2,1,2,31,-1,-1,1041,1053,2000,2011,0
70000,2,2,1,33,0,0,43981,33439,1683,3160,0
140000,1,1,2,35,0,0,10339,18276,10006,10048,0
460000,1,1,1,44,-1,-1,15264,51372,51383,103142,0
160000,2,2,2,36,-2,-2,2992,1300,1300,12038,0
200000,2,2,1,40,-1,-1,6699,4856,4880,0,0
80000,2,3,2,55,0,0,78009,78616,2420,2000,0
310000,2,1,1,47,-2,-2,5202,6495,3000,1000,0
290000,2,2,1,29,2,2,63872,62290,0,3000,1
120000,1,1,2,27,0,0,11472,13485,2652,0,0
20000,1,3,2,31,2,2,13335,15617,2800,0,0
90000,1,1,2,29,-1,-1,140,0,0,420,0
60000,1,1,1,60,-1,-1,390,390,390,2840,0
260000,1,2,1,39,2,0,110529,113505,7010,7004,1
180000,2,2,2,30,0,0,167539,171133,7782,6352,0
50000,1,3,2,41,0,0,15502,14446,1500,1500,0
50000,1,3,1,40,0,0,34582,25281,2000,2000,0
50000,1,3,2,53,0,0,48019,49127,2279,1902,0
200000,2,1,2,32,0,0,14254,19902,10000,2000,0
170000,1,2,1,35,-1,-1,3995,6300,6380,15291,0
50000,2,1,2,22,0,0,49086,48614,2047,1539,0
440000,1,3,1,47,0,-1,98161,1238,1238,1238,1
100000,1,2,1,28,-1,-1,10000,0,0,0,0
50000,1,3,2,49,0,0,26116,27192,1500,2803,1
220000,1,1,1,47,0,0,85224,69475,3209,2913,0
150000,2,3,2,43,-2,-2,1622,12946,13016,0,0
20000,1,1,2,28,1,-2,0,0,0,0,0
160000,2,2,1,39,1,2,40712,29920,0,0,0
50000,1,1,2,28,0,0,44476,45984,2869,1527,0
130000,2,3,1,40,0,0,102650,0,0,0,0
20000,1,2,2,36,0,0,15198,19590,5000,2000,1
200000,2,2,1,34,-2,-2,28484,3440,3440,8795,0
20000,2,1,2,22,-2,-2,483,480,487,390,0
300000,2,1,1,39,-1,-1,1134,611,613,0,0
120000,2,1,2,25,0,0,105169,109456,8000,3000,1
360000,2,1,2,27,-1,-1,949,40,40,175539,0
140000,1,1,3,59,0,0,141148,139572,4900,3340,0
210000,2,2,2,25,0,0,79453,61742,3000,5000,1
200000,1,1,2,30,-2,-2,0,0,0,0,0
130000,2,1,2,28,0,0,31283,32045,1900,1500,1
240000,2,2,1,48,-1,-1,101,0,0,0,1
80000,1,3,1,65,0,0,25043,17472,1374,1026,0
500000,2,1,2,36,1,-2,0,0,0,0,1
320000,1,1,1,46,2,4,339202,337495,5000,0,1
210000,2,1,2,56,0,0,203653,23520,5000,0,0
200000,2,2,1,42,-2,-2,0,0,0,0,1
50000,1,1,2,37,2,0,11533,12951,1612,10000,0
340000,2,1,1,38,-1,-1,4397,13840,13847,10780,0
240000,1,2,1,62,-1,-1,1901,3855,3855,1901,0
240000,2,1,2,28,0,0,46746,36935,1868,1683,0
50000,1,2,1,40,0,0,30211,48389,21190,5144,0
50000,1,3,1,55,2,2,19056,18586,1000,1000,0
20000,2,2,2,45,0,0,13521,4964,1000,900,1
510000,1,1,1,35,-2,-1,0,2754,2754,1000,0
220000,2,1,2,25,1,-2,0,0,0,2598,0
220000,2,2,2,30,-1,-1,596,892,892,7681,0
60000,1,1,2,37,0,0,42372,35580,1500,1800,0
40000,2,2,2,26,2,2,5678,9900,4500,0,1
50000,1,1,2,64,0,0,46351,20055,1377,1165,0
360000,2,1,1,46,-1,-1,600,2462,2462,0,1
120000,1,1,1,51,1,-2,0,-416,0,0,1
20000,1,3,2,23,0,0,17010,-820,0,21490,0
30000,1,2,1,33,0,0,34914,35000,1000,18000,0
110000,2,1,2,29,-1,-1,316,316,316,316,0
170000,2,2,2,31,0,0,165987,169790,8400,4000,0
180000,1,2,1,48,-1,2,919,919,0,0,0
50000,2,2,2,23,1,2,42586,43813,2200,0,0
180000,2,1,2,28,-1,-1,47815,8473,8480,957,0
80000,2,2,1,50,0,0,56602,14233,5000,5000,0
20000,2,1,1,34,0,0,5048,6797,2000,3000,0
30000,2,3,1,57,0,0,17779,19097,2000,1500,0
80000,1,2,2,28,-1,-1,10394,86115,77900,3694,0
200000,1,1,1,53,-2,-1,513,974,974,4271,0
120000,2,2,1,42,0,0,117059,117000,5026,4541,0
160000,2,5,1,52,0,0,202638,208706,7638,6263,0
500000,2,1,1,44,-1,-1,301,11057,11063,49019,0
50000,2,2,2,22,0,0,45675,41712,3630,2000,0
50000,2,2,1,39,0,0,43724,45017,2000,2000,0
200000,1,1,2,41,0,0,24720,20982,3000,0,0
30000,1,2,2,25,0,0,7298,8322,1147,1651,1
190000,2,2,1,33,1,-2,-2500,-3000,0,0,0
120000,2,2,1,41,0,0,14792,20084,10000,0,0
30000,2,3,2,39,0,0,27782,5585,2023,27887,0
30000,2,3,2,27,-1,-1,5334,697,3565,12591,0
310000,1,1,2,33,0,0,47224,51442,4900,1500,0
30000,2,2,1,31,0,0,28405,29639,4000,1555,1
440000,1,1,2,52,2,0,424606,418158,15010,14660,1
50000,2,1,2,27,3,2,33202,34370,2000,1300,1
70000,1,2,2,38,0,0,71586,59856,1308,15006,0
260000,2,1,2,31,0,0,180891,165412,8250,5500,0
320000,1,1,1,46,-1,-1,10836,19751,19799,73706,0
210000,2,2,1,34,0,0,128553,109234,3762,3808,0
280000,2,1,1,29,0,0,58308,61024,4000,3000,0
140000,1,1,2,32,0,0,83768,79736,5000,6029,0
20000,2,3,2,22,0,0,14218,13573,1700,1500,0
340000,1,1,2,25,-1,0,239715,421651,10469,6618,1
70000,2,3,3,39,0,0,34244,32193,3000,11000,0
120000,2,1,1,50,1,-1,-110,16390,16500,0,0
60000,2,2,2,24,0,0,57771,53334,2336,1414,0
30000,1,3,2,29,0,0,28547,29398,1700,1500,0
30000,1,2,2,29,0,0,12174,13309,1635,1200,0
80000,1,1,1,25,0,0,48470,52374,4700,2000,1
50000,1,2,1,49,0,0,28788,21485,1377,1500,0
100000,1,3,2,37,0,0,20116,19319,4000,2000,0
60000,1,2,1,35,-1,0,60130,60655,3007,3015,0
10000,2,2,2,23,-1,5,4205,4003,0,0,1
280000,2,1,1,41,-2,-1,939,8188,8188,30000,0
250000,2,3,2,47,-2,-2,7363,27415,27474,0,0
40000,1,2,1,48,0,0,1672,0,0,836,0
30000,2,1,2,25,1,2,29628,30453,1600,1000,0
50000,1,1,1,57,0,0,42624,39943,2173,1248,0
70000,2,3,2,29,0,0,70780,67741,3088,1787,0
130000,2,2,1,28,0,0,86914,85558,6134,3100,0
60000,2,2,2,24,0,0,60839,59316,3400,1705,0
200000,2,2,1,29,0,0,81568,81876,3500,3000,0
100000,2,1,2,33,0,0,90825,97242,8800,0,0
190000,2,2,2,30,0,0,194724,190781,8900,6200,1
20000,1,3,1,36,8,7,24166,23845,0,0,1
230000,1,1,2,42,-2,-2,380,380,380,380,1
90000,2,2,2,26,0,0,87561,92996,8548,0,0
240000,2,1,2,29,0,0,191059,197548,10000,10000,0
20000,2,2,2,23,2,0,11995,13324,1528,1233,1
20000,2,3,2,22,2,2,19393,18801,0,1023,1
50000,2,1,2,24,0,0,2757,3776,1070,1079,0
230000,2,2,2,40,0,0,72742,73256,5000,4023,0
430000,2,2,1,41,-2,-2,2830,21419,21419,0,0
50000,1,2,1,34,0,0,48976,47404,2023,3105,0
230000,1,2,2,32,0,0,143345,134344,6000,5000,0
240000,2,5,2,36,-2,-1,-235,1765,2000,0,0
120000,2,1,2,30,-1,2,330,165,0,165,1
280000,2,2,1,26,0,0,256455,245712,8354,5501,0
500000,1,1,2,29,-1,-1,8898,1276,1283,24174,0
260000,1,2,1,53,-2,-2,-1,-1,0,0,0
140000,2,1,2,31,-1,-1,727,829,829,550,0
310000,2,3,2,28,0,0,220845,179260,7809,10000,0
50000,2,3,1,36,2,2,45557,46732,2200,1100,0
50000,2,3,1,35,0,0,48829,49789,2046,3000,0
30000,2,3,2,29,2,2,15070,17509,3000,1000,1
200000,1,1,1,43,0,0,142291,152679,14200,0,0
80000,2,3,2,33,0,0,73132,74668,2710,4000,0
310000,2,3,2,36,-1,-1,6282,5835,5864,919,0
220000,2,2,2,26,0,0,57222,160712,107789,54539,0
80000,2,2,2,26,0,0,35997,0,0,0,0
500000,2,1,2,38,0,0,56197,55246,5000,10004,0
100000,2,1,1,37,0,0,70113,71567,3181,2628,0
200000,1,1,1,37,-1,-1,4052,4503,4520,0,1
20000,1,2,2,39,0,0,8799,9671,1171,2000,0
20000,2,2,1,28,0,0,74510,75262,2734,1200,0
80000,1,2,2,38,0,0,54809,55944,2612,2655,0
110000,1,2,2,29,0,0,41300,0,0,0,0
100000,1,2,1,38,0,0,99660,99908,4600,3500,0
400000,1,5,1,30,0,-1,3443,69,69,188,0
320000,1,1,1,40,-1,-1,430,430,430,430,0
180000,1,2,2,28,0,0,139097,131157,5699,4300,0
180000,2,2,2,27,0,0,5319,6531,2300,0,0
30000,2,2,2,22,0,0,30123,30299,1600,2000,1
30000,1,2,2,35,1,3,14320,13808,0,0,1
240000,2,1,2,42,0,0,238107,242159,12067,10009,0
100000,2,1,2,24,2,0,76831,72100,4037,3000,0
90000,1,2,1,50,0,0,85241,86576,3600,2196,0
20000,1,2,1,22,0,0,19356,19754,1485,1400,0
60000,1,2,2,28,0,0,37788,39366,2500,3114,1
90000,1,3,1,38,2,2,28774,29420,1400,0,0
80000,2,2,1,40,-1,0,5143,8351,6458,3917,0
500000,2,1,1,34,0,0,174246,149600,6371,5000,0
430000,1,1,2,34,0,0,81963,93893,15000,70000,0
130000,1,1,2,27,-1,-1,339,339,339,339,0
500000,2,2,1,66,-1,-1,3718,1755,1755,2988,0
350000,2,2,1,38,-1,-1,282,2728,2750,1612,0
320000,1,1,2,34,-1,-1,744,2291,2297,2203,0
160000,2,2,2,24,0,0,142214,145225,5300,7000,0
110000,1,1,2,25,2,0,109887,99030,3500,6748,1
60000,2,3,3,53,0,0,57605,48877,2088,1900,0
260000,2,4,2,33,0,0,18457,22815,5000,5000,0
50000,1,1,1,47,0,0,49550,51636,2743,2668,0
270000,1,2,2,44,0,0,274610,274870,10556,10050,0
210000,1,1,1,52,0,0,44933,38542,1793,8242,0
20000,2,2,1,29,0,0,16196,17825,2200,3000,0
30000,2,2,2,49,2,2,28859,28116,0,2900,0
500000,2,1,1,56,-1,-1,881,1035,1035,29944,0
360000,2,1,2,31,-1,-1,24500,2251,2251,5463,0
90000,1,2,2,30,-1,-1,2629,1076,1079,1617,0
10000,2,2,2,28,0,0,7797,8893,1228,1000,0
200000,2,2,2,36,0,0,93863,93893,4762,3856,0
60000,1,2,2,37,1,-2,-391,-781,0,0,0
80000,1,2,1,40,-1,-1,5810,216,216,7741,0
500000,1,1,2,32,-2,-1,11086,22919,23008,20046,0
50000,1,2,1,21,-1,0,47285,47807,2108,2062,0
50000,2,2,2,24,0,0,45404,38383,1700,2156,0
200000,2,1,2,30,-1,-1,4520,10382,10382,4447,0
470000,1,2,1,45,0,0,293261,279104,18000,10018,0
180000,2,3,1,41,-1,-1,6092,3576,4198,13935,0
240000,1,2,1,33,0,0,23486,19867,3000,2000,0
200000,1,1,1,30,2,2,2500,2500,0,0,1
20000,1,2,2,40,8,7,20753,20496,0,0,1
80000,2,2,2,32,0,0,11572,14038,2670,700,1
30000,1,2,2,54,0,0,10568,13075,3000,1000,0
200000,2,1,2,35,-1,-1,816,0,0,0,0
100000,2,2,1,38,1,2,66459,43930,0,1700,0
70000,2,3,1,30,2,2,56448,57550,2600,2000,1
140000,1,2,1,30,1,-2,0,0,0,0,0
30000,2,2,1,27,2,2,26648,27536,1600,1400,0
100000,2,2,2,27,0,0,96191,96908,3504,3500,1
60000,1,2,2,38,0,0,42184,42108,2014,1616,0
50000,2,1,2,23,-1,-1,8225,2763,5308,0,0
120000,2,1,1,35,-2,-2,0,0,0,0,0
50000,1,3,2,23,0,0,42821,6609,1008,1600,0
300000,1,2,2,28,0,0,293498,299066,13007,11067,0
360000,2,1,1,36,-1,-1,2471,467,1000,11000,0
40000,2,2,1,36,0,0,24230,25840,2000,2500,0
190000,2,2,2,40,-1,-1,18255,18779,19241,0,0
30000,2,1,2,23,0,0,14294,15253,1300,2000,0
280000,2,3,2,47,2,2,1792,0,0,2292,1
30000,2,2,2,23,0,0,25287,26501,2011,5000,0
500000,2,1,1,32,-1,-1,185419,10573,10573,0,0
260000,2,1,2,32,-1,-1,1694,5499,5525,1390,0
60000,2,2,1,46,0,0,20351,21395,2000,2000,0
70000,2,3,1,36,0,0,28518,29558,1504,3000,1
30000,1,2,2,27,2,2,25465,29058,4000,0,0
300000,1,3,1,37,-1,-1,4926,2847,2855,3357,0
30000,2,2,2,22,2,2,26163,26449,1000,2201,0
40000,1,3,2,43,2,2,2400,2400,0,0,1
80000,1,1,2,25,0,0,65734,58048,3000,3404,0
50000,1,1,2,35,0,0,48264,19142,1565,7240,1
90000,2,1,1,38,-1,-1,2346,15271,15271,2000,0
260000,1,1,2,29,2,2,2497,2497,0,0,1
100000,2,1,1,58,1,2,27044,26325,0,5000,1
280000,1,1,2,34,1,-2,0,0,0,0,0
80000,2,2,1,22,0,0,17087,15576,1500,1049,0
150000,2,2,2,27,0,0,143596,147891,6241,5000,0
90000,2,2,2,39,-1,0,2618,8489,7639,11336,0
130000,2,1,1,33,-1,2,10653,7439,13,12454,0
210000,1,2,2,36,-1,-1,5491,8398,8406,14307,0
420000,2,1,2,44,-1,0,559,1560,1001,2400,0
500000,1,1,2,39,0,0,128068,143227,20000,12000,0
180000,1,1,2,30,1,-2,-203,-698,0,1000,1
150000,2,2,1,36,0,0,141460,145408,8021,5066,0
440000,1,1,2,30,0,0,50735,52938,3000,3000,0
50000,1,1,2,27,0,0,49114,49907,2005,1323,0
140000,1,2,1,29,-1,-1,3300,1300,1300,3668,1
150000,1,1,2,29,0,0,119613,115349,5900,5019,0
150000,2,2,2,27,2,2,573,0,0,220,0
480000,1,6,2,49,-2,-2,7174,0,0,0,0
100000,2,1,2,35,0,0,99031,90779,3300,4300,0
310000,2,1,2,33,0,0,71855,72440,5000,5000,0
280000,2,1,2,27,0,0,56144,58180,5000,5000,0
60000,1,2,2,51,-1,0,10304,11330,1500,1500,1
160000,2,1,2,31,1,-2,-200,-200,0,0,0
90000,1,2,1,48,0,0,51666,52385,2919,3005,0
50000,2,1,2,28,-1,-1,2926,1252,1254,435,0
200000,2,2,1,26,0,0,45487,47247,2800,2000,0
240000,1,2,2,67,0,0,508581,471796,17389,80167,0
200000,2,1,1,32,-1,-1,846,810,864,1198,0
100000,2,2,2,23,-2,-2,101771,102878,3800,7,1
50000,2,1,2,29,2,0,45367,46815,2335,1629,1
240000,2,1,2,30,-1,-1,1749,1087,1099,6430,0
300000,2,1,2,25,1,-2,-4,-231,227,10841,0
350000,2,3,1,43,-1,2,14103,5397,0,54554,0
50000,2,3,1,26,1,2,48421,42779,0,1424,1
50000,2,2,1,36,0,0,46801,38296,2839,1438,0
30000,2,2,2,25,2,2,24022,25038,1700,1100,1
50000,1,2,1,47,-2,-2,-2640,0,2640,2640,0
20000,2,2,1,34,0,0,6827,7759,1200,2000,1
270000,2,2,2,30,0,0,280435,276971,13600,8000,0
380000,1,1,1,49,2,0,380933,380703,14651,12238,1
10000,2,2,2,22,5,4,8541,8270,0,0,1
80000,2,2,2,29,0,0,7880,8316,3034,3002,0
240000,2,2,1,35,2,2,32463,33444,1800,1400,1
280000,2,1,2,35,0,0,211645,213513,6445,5245,0
160000,1,1,2,41,0,0,42863,43874,2000,2000,0
180000,2,1,2,25,0,0,112403,83515,3500,3500,0
50000,2,2,1,35,0,0,4555,5764,1290,1500,0
50000,1,2,1,37,0,0,33105,31113,10005,5000,0
20000,1,2,2,22,1,2,14380,13536,0,2040,0
20000,1,2,2,33,0,0,18357,18668,1471,1400,0
140000,1,1,2,27,0,0,72274,70098,3231,2290,0
360000,1,2,2,28,-2,-2,0,0,0,0,0
180000,1,2,1,49,-1,-1,26660,660,660,660,0
390000,1,1,1,36,-2,-2,3931,3625,3625,1600,1
30000,2,3,1,33,1,2,39995,38049,1700,1100,0
210000,2,1,1,35,-1,-1,3805,0,0,0,0
20000,1,2,2,24,0,0,6128,7171,1300,2700,0
450000,1,1,1,43,2,2,1000,0,0,0,0
50000,1,3,1,24,1,-2,0,0,0,0,0
50000,1,3,2,46,1,2,49220,48161,0,2000,1
20000,1,2,2,39,2,2,19518,20202,1299,0,1
200000,2,1,2,39,-1,-1,7475,15540,15617,3927,0
230000,2,1,2,27,0,0,70327,66310,2963,1941,0
50000,1,2,1,41,2,0,48958,48293,2572,2602,1
50000,2,2,2,26,0,0,44883,47349,3189,1500,0
50000,1,1,2,57,0,0,51102,50484,2500,2158,0
20000,1,2,2,23,0,0,9811,15726,6097,547,0
40000,1,1,1,47,2,2,11084,12605,2000,1000,0
100000,1,1,2,26,-1,-1,567,390,390,508,0
150000,2,2,1,43,0,0,158844,149298,10004,10009,0
240000,1,1,1,36,0,0,14559,15513,1500,2000,0
360000,1,2,1,37,-2,-1,-5,3584,3589,2280,0
130000,1,1,2,43,0,0,130874,132743,5500,6000,0
50000,2,2,2,23,0,0,10587,25768,3500,2500,0
160000,1,2,1,60,0,0,18056,19385,1626,1334,0
340000,2,2,1,32,0,0,34228,96716,75113,2047,0
20000,1,3,2,23,0,0,2331,3544,2700,2300,1
60000,1,3,2,52,0,0,22460,23592,1500,1500,0
220000,2,2,1,35,0,0,223150,226034,10000,9200,0
280000,2,1,1,32,-1,-1,1280,2816,2816,10802,1
60000,1,2,1,30,0,0,58920,60069,2319,1887,0
230000,1,1,1,42,2,0,222059,161817,7300,4160,1
120000,2,3,0,41,0,0,3307,0,258,0,0
240000,2,1,2,30,-1,-1,325,18428,18428,15000,0
420000,2,1,1,29,-2,-1,3020,2916,2916,1985,0
230000,2,2,2,31,0,0,47906,0,0,0,0
30000,2,1,2,26,1,2,30739,29586,0,1331,1
210000,2,2,1,30,0,0,134664,136326,6006,5005,0
250000,1,1,2,29,0,0,51268,52542,2500,2500,0
70000,2,2,1,34,0,0,58053,53334,2000,1999,0
20000,2,2,2,43,0,0,20212,20749,1415,1400,0
130000,1,3,1,44,0,0,123770,122189,4600,4871,0
460000,1,1,1,41,0,0,321987,318546,12000,12850,0
170000,2,2,2,29,0,0,5155,0,0,0,0
200000,1,2,2,31,-1,-1,7179,7626,7631,3803,0
70000,1,3,1,43,0,0,31796,32786,1500,2000,1
200000,2,1,1,32,-1,2,220,110,0,110,1
20000,2,2,2,30,1,-2,0,0,0,0,1
200000,1,3,2,55,0,0,195507,182942,7048,6000,0
250000,1,2,2,45,2,0,237510,241605,9076,9007,1
50000,1,2,1,34,0,0,37699,35203,2000,2000,0
30000,2,2,2,25,0,0,25664,26693,1448,2211,0
50000,1,1,1,44,-1,0,50404,50782,2300,1440,0
90000,1,3,1,45,0,0,13366,14394,1250,1900,0
360000,1,1,2,34,2,2,2500,0,0,0,0
290000,2,2,1,45,2,2,95,-6,6,0,0
170000,1,1,2,24,0,0,169883,171851,6808,4625,0
290000,2,1,1,52,-1,-1,33765,2682,2682,470,0
30000,1,3,2,39,1,2,27934,27206,0,2000,1
250000,2,1,1,25,-1,-1,4769,6720,6720,23393,0
210000,1,3,2,32,0,0,104558,105661,4268,5000,0
360000,2,1,1,30,1,-2,0,0,0,0,1
120000,2,2,1,37,0,0,78233,53236,2015,2200,0
170000,1,1,2,28,-2,-2,0,0,0,0,1
20000,1,3,2,55,-1,3,3413,3206,0,0,0
80000,1,2,1,25,0,0,77199,79640,3700,1600,0
200000,2,2,1,43,-1,-1,1875,2239,2239,316,0
150000,2,1,2,32,0,0,35601,36488,2003,2000,0
110000,2,3,1,44,0,0,13348,70263,67431,2378,1
180000,2,2,2,26,-1,-1,390,390,390,5248,0
520000,2,3,1,41,-2,-2,7322,2728,2728,415552,0
20000,1,3,1,44,2,2,12436,12943,1000,2700,1
180000,2,2,2,44,-1,-1,7432,7433,7433,7184,0
30000,1,3,1,36,-1,-1,1493,1555,1858,390,0
380000,2,1,1,31,0,0,225905,225515,11000,9000,0
160000,2,1,2,42,-1,-1,4980,0,0,0,0
220000,1,1,2,32,-1,-1,17715,316,316,632,0
250000,1,1,2,29,0,0,124442,93302,5000,5000,0
330000,1,1,1,53,1,-2,-317,-2066,569,817,0
50000,1,2,2,26,2,0,24724,49102,25000,2010,0
340000,2,1,2,35,-1,-1,484,15904,15904,30000,0
180000,2,2,1,41,0,0,99925,102359,5024,4300,0
30000,1,1,2,35,0,0,26974,28144,2000,1339,1
10000,1,3,2,45,1,2,9503,7238,0,2310,0
120000,2,2,1,37,-1,-1,396,396,396,396,0
250000,2,2,2,38,1,-2,0,0,0,0,1
200000,2,1,2,39,-1,-1,2277,16002,16021,1005,0
500000,2,1,2,32,0,0,298809,304686,12475,12650,1
90000,2,1,2,29,1,2,9370,9078,0,1500,1
80000,1,3,2,38,0,0,7790,9123,1467,2000,0
740000,2,2,1,35,2,-1,960,8154,8229,1487,1
300000,1,1,2,34,1,-2,0,0,0,0,1
210000,1,3,1,44,-2,-2,1525,800,800,850,0
230000,1,1,1,37,-1,-1,3102,30428,30580,5739,0
270000,1,3,2,51,0,0,152979,101616,3500,4000,0
270000,2,1,2,32,0,0,54914,55423,3000,5000,0
180000,2,1,2,30,-2,-1,0,2647,2647,735,0
280000,2,2,2,30,-1,-1,1478,-3,0,12356,0
50000,1,2,2,46,0,0,29254,26289,1737,1300,0
20000,2,2,2,26,2,2,19017,20018,1600,0,1
170000,2,3,1,54,0,0,139211,136982,7020,7005,0
300000,2,2,1,39,0,0,145138,148586,5785,6163,0
20000,1,2,1,50,1,2,1065,675,0,1000,1
110000,2,2,2,31,2,0,1472,2785,1500,3000,1
80000,1,2,1,54,1,3,47339,47270,967,0,0
80000,2,1,2,23,0,0,69584,66342,2519,1838,0
60000,2,2,1,48,0,0,58794,59987,7296,1903,0
30000,1,2,2,27,0,0,18951,17298,1270,1300,0
40000,1,1,2,26,0,0,39723,12302,10000,92,0
180000,2,3,1,43,1,-1,0,2602,2602,498,1
290000,1,2,1,50,1,-2,0,0,0,0,0
50000,2,1,2,26,3,2,27056,27031,700,2062,1
150000,2,1,2,32,-1,-1,1663,14045,14045,1030,0
50000,1,2,1,41,0,0,50220,50756,2055,1000,0
20000,1,2,1,36,0,0,20710,21790,1739,1453,0
180000,2,1,2,28,2,2,158245,161695,7400,6000,0
360000,1,1,2,30,-1,-1,30627,4297,4318,2740,0
90000,2,3,1,33,0,0,86960,85585,3200,3114,1
450000,1,1,1,48,-2,-2,20938,80176,80191,37417,0
140000,1,1,2,29,1,-2,0,0,0,0,0
400000,2,1,2,27,-1,-1,2691,426,426,426,0
50000,2,2,1,30,-1,2,4959,423,0,6024,0
420000,2,2,1,50,0,0,405779,412684,16000,15000,0
390000,2,1,2,35,0,0,245997,243904,10800,9110,1
200000,2,2,1,40,-2,-2,39929,32910,33000,18000,0
130000,1,1,2,29,0,0,110524,108204,10000,5000,0
360000,2,1,2,36,-1,-1,1365,2703,3000,1000,0
290000,1,2,1,46,0,0,196566,168372,7800,7839,0
120000,2,2,2,24,0,0,112336,113351,4200,4100,0
40000,2,1,2,24,0,0,35225,35939,1933,1600,1
500000,1,1,1,42,-2,-1,5121,29478,31305,43864,0
150000,2,1,1,36,-2,-2,16228,29414,30745,4975,0
240000,2,1,2,26,-1,2,1611,1435,14,2236,1
80000,1,3,2,44,0,0,10350,10993,1199,1461,0
220000,2,1,1,48,-1,-1,3467,3327,3340,840,0
110000,2,1,1,31,-2,-2,0,0,0,0,0
220000,2,2,1,52,0,0,52536,53624,4151,16992,0
100000,2,2,2,34,1,-2,0,0,0,1531,0
70000,2,3,1,42,0,0,6489,9372,3000,2000,0
50000,2,2,1,27,1,2,15345,14812,0,2137,0
200000,2,1,2,32,-1,-1,34500,10706,36659,3835,0
220000,1,3,1,42,-1,-1,285,825,825,0,0
200000,2,3,1,42,2,0,203340,205172,8064,9474,0
350000,2,1,1,43,-1,-1,6337,4300,4300,16229,0
80000,2,3,2,24,2,0,58850,59867,2700,4500,0
50000,2,2,2,56,0,0,48316,34161,1700,1760,0
200000,1,1,2,32,-1,-1,396,396,396,396,0
60000,2,3,1,31,0,0,27347,22915,5000,7243,0
50000,1,3,1,49,0,0,50180,51400,2400,0,1
